DATE,R_F,R_MKT,R_ME,R_IA,R_ROE,R_EG
20210824,0.0002,0.4062,0.4467,-0.0796,-0.7746,-0.5295
20210825,0.0002,0.2598,0.1685,0.1633,-0.3427,-0.2473
20210826,0.0002,-0.6474,-0.3708,-0.1994,0.0237,0.1555
20210827,0.0002,1.0731,1.5925,0.4001,-0.5760,-0.3975
20210830,0.0002,0.3456,-0.7621,-0.3354,0.5938,0.5806
20210831,0.0002,-0.1318,0.1684,-0.0355,-0.7572,-0.6948
20210901,0.0002,0.1077,0.3052,-0.5658,-0.2679,0.2463
20210902,0.0002,0.3594,0.1822,0.5757,-0.6029,-1.0102
20210903,0.0002,-0.0144,-0.5742,-0.2745,0.3942,0.6223
20210907,0.0002,-0.3607,-0.5351,0.2882,-0.1341,-0.0250
20210908,0.0002,-0.3401,-0.8209,0.2451,-0.2389,-0.1174
20210909,0.0002,-0.2729,0.3797,-0.0968,-0.2515,-0.2153
20210910,0.0002,-0.7573,0.1571,-0.1280,0.2049,-0.1470
20210913,0.0002,0.1373,0.2263,1.3148,-0.2693,-0.7593
20210914,0.0002,-0.6615,-0.7384,-0.6432,0.4919,0.9888
20210915,0.0002,0.8818,0.1631,0.6119,0.0343,-0.5042
20210916,0.0002,-0.0337,-0.0969,-0.7585,0.1176,0.1388
20210917,0.0002,-0.7276,0.8150,-0.8754,-0.8928,-0.3832
20210920,0.0002,-1.8614,-0.5714,0.2432,0.3397,0.1664
20210921,0.0002,0.0495,0.2625,-0.6257,-0.0400,0.1982
20210922,0.0002,0.9965,0.3035,0.4582,0.0109,-0.2365
20210923,0.0002,1.2816,0.6676,0.5963,-0.4954,-0.9229
20210924,0.0002,0.0849,-0.3633,0.3262,0.4979,0.0266
20210927,0.0002,-0.1018,1.8411,1.2885,-0.2820,-1.6946
20210928,0.0002,-2.1779,0.0032,1.4127,0.3995,-1.0480
20210929,0.0002,0.0337,-0.2833,0.4200,0.5815,0.1047
20210930,0.0002,-1.0221,-0.4674,-0.4326,-1.4400,-0.2858
20211001,0.0002,1.1043,0.4957,0.8664,0.0910,-0.3700
20211004,0.0002,-1.4343,0.4777,1.4344,0.4244,-0.9443
20211005,0.0002,1.0509,-0.4628,-0.4381,0.1977,0.5723
20211006,0.0002,0.3331,-1.1686,-0.6970,0.1595,0.6972
20211007,0.0002,1.0117,0.6162,-0.2619,0.1106,0.1508
20211008,0.0002,-0.2752,-0.3314,0.8556,-0.0356,-0.4424
20211011,0.0002,-0.7202,0.1815,0.0824,-0.1309,0.0089
20211012,0.0002,-0.0615,0.3907,-0.5694,-0.9134,-0.3037
20211013,0.0002,0.4271,-0.3886,-0.8605,-0.6376,0.3203
20211014,0.0002,1.6563,-0.3057,-0.1297,0.1429,0.3853
20211015,0.0002,0.6282,-0.9044,-0.0146,0.3366,0.2840
20211018,0.0002,0.4082,-0.1455,-0.4429,1.1091,0.8563
20211019,0.0002,0.7104,-0.5400,0.0514,-0.3594,0.0920
20211020,0.0002,0.3400,0.1601,0.5387,0.1920,-0.3383
20211021,0.0002,0.3662,0.1248,-0.8002,0.6307,1.0268
20211022,0.0002,-0.2544,0.1384,0.9274,0.3260,-0.5582
20211025,0.0002,0.5790,0.3888,-0.5160,0.0594,0.0600
20211026,0.0002,0.0389,-0.9147,-0.0701,-0.3231,-0.2111
20211027,0.0002,-0.7615,-0.7214,-0.8614,1.2252,1.5570
20211028,0.0002,1.1394,0.9361,-0.4383,0.0440,-0.1421
20211029,0.0002,0.2137,0.1181,-0.8012,0.5140,0.5274
20211101,0.0002,0.5129,1.8201,0.1134,-1.1677,-1.0984
20211102,0.0002,0.2405,-0.2397,-0.2614,0.3617,0.7793
20211103,0.0002,0.7967,1.5797,-0.5419,0.5744,0.3882
20211104,0.0002,0.3927,-0.3028,-0.8667,0.4558,0.6514
20211105,0.0002,0.3795,0.4673,1.4707,-0.0345,-1.5550
20211108,0.0002,0.1817,0.1823,-0.3673,-0.4561,-0.2268
20211109,0.0002,-0.3456,-0.1695,-0.2094,0.4003,-0.1400
20211110,0.0002,-1.0647,-0.1905,0.4325,0.9364,0.2853
20211111,0.0002,0.1948,1.0285,-0.1885,0.6468,0.0167
20211112,0.0002,0.7328,-0.1777,-0.6178,0.6753,0.8365
20211115,0.0002,-0.0557,-0.4638,0.5571,0.5724,0.2147
20211116,0.0002,0.4666,0.1081,-0.9728,0.8147,0.8098
20211117,0.0002,-0.4255,-0.6840,0.0105,0.8657,0.7217
20211118,0.0002,0.1009,-0.7016,-0.2753,1.5256,1.3224
20211119,0.0002,-0.2197,-0.5291,-0.8126,0.7706,1.3627
20211122,0.0002,-0.5892,0.6643,1.9441,1.5134,-0.9383
20211123,0.0002,-0.0305,-0.1011,1.5560,-0.1719,-0.7654
20211124,0.0002,0.3066,-0.2780,-0.3473,-0.6971,-0.0997
20211126,0.0002,-2.2249,-1.2249,-0.8785,0.1401,0.8187
20211129,0.0002,1.0962,-1.2817,-0.5000,0.6678,0.7799
20211130,0.0002,-1.9495,-0.0804,0.2565,0.1236,0.7118
20211201,0.0003,-1.6080,-0.3209,0.9879,1.7594,1.0958
20211202,0.0003,1.5125,1.0555,0.4746,-0.4202,-1.3552
20211203,0.0003,-1.2075,-0.8864,1.3073,0.7514,0.4106
20211206,0.0003,1.1918,0.8506,0.9507,-0.2424,-0.7512
20211207,0.0003,2.2192,0.1218,-0.8876,-0.4412,0.0710
20211208,0.0003,0.4670,0.1358,-0.0971,-0.7505,-0.1346
20211209,0.0003,-1.0720,-0.8081,1.0015,1.0024,0.1330
20211210,0.0003,0.7007,-0.7482,0.8007,1.3763,0.5347
20211213,0.0003,-1.0407,-0.7508,-0.4281,-0.7325,0.5751
20211214,0.0003,-0.7608,-0.3732,0.3922,0.6488,0.0958
20211215,0.0003,1.6239,0.1164,-0.8437,0.4163,1.2433
20211216,0.0003,-1.2006,-1.0127,1.3418,-0.5489,-0.7040
20211217,0.0003,-0.6500,0.9558,-0.8025,-1.9325,-0.2503
20211220,0.0003,-1.2688,-0.2505,0.2956,-0.0273,0.2343
20211221,0.0003,2.0592,0.6586,-0.2595,-0.2449,-0.9655
20211222,0.0003,0.9664,0.3514,0.1136,0.7098,0.3921
20211223,0.0003,0.7147,0.3168,-0.2721,-0.2107,-0.1308
20211227,0.0003,1.2234,0.2117,0.5047,1.6635,0.8675
20211228,0.0003,-0.2717,-0.5528,0.4655,0.4943,0.1027
20211229,0.0003,0.0598,0.1658,-0.0785,0.9210,0.4216
20211230,0.0003,-0.1486,-0.1074,-0.5167,-0.8715,-0.4149
20211231,0.0003,-0.3126,0.3196,0.4497,0.4943,-0.1255
20220103,0.0002,0.7296,0.4429,1.1197,-1.0782,-1.0953
20220104,0.0002,-0.2907,0.4997,2.4155,0.5824,-1.3730
20220105,0.0002,-2.2800,-0.8405,1.8371,0.7947,-0.4335
20220106,0.0002,-0.0009,0.3000,0.4241,-0.0832,-0.3341
20220107,0.0002,-0.4817,-1.3340,1.2773,-0.8384,-0.7330
20220110,0.0002,-0.1486,-0.4138,-0.4488,-0.1589,0.7217
20220111,0.0002,1.0987,-0.0964,0.1996,-0.2386,-0.7372
20220112,0.0002,0.1198,-0.7647,0.4344,0.8393,0.3577
20220113,0.0002,-1.5658,1.1410,1.5546,0.7197,-0.8106
20220114,0.0002,0.0807,-0.1972,0.7113,-0.5786,-0.3466
20220118,0.0002,-2.0798,-1.0265,1.2295,0.5021,0.1364
20220119,0.0002,-1.0138,-0.3975,0.0227,-0.1451,0.5613
20220120,0.0002,-1.1439,-0.9683,0.1458,-0.6709,0.0168
20220121,0.0002,-2.0981,0.2572,0.8241,0.6261,0.5448
20220124,0.0002,0.5282,1.9102,-1.0812,0.2989,0.1747
20220125,0.0002,-1.4287,0.1585,2.2298,-0.2332,-1.6632
20220126,0.0002,-0.3043,-0.7658,0.1353,0.7007,0.6116
20220127,0.0002,-0.7867,-1.3872,0.9788,0.8438,0.1889
20220128,0.0002,2.4462,-0.7102,-0.6304,0.1748,0.6363
20220131,0.0002,2.3397,0.3768,-2.5780,-1.2001,0.0730
20220201,0.0001,0.8735,0.2278,0.6931,-0.7117,-1.3783
20220202,0.0001,0.4831,-1.1411,0.7958,2.0760,0.5346
20220203,0.0001,-2.4906,0.4680,1.7938,-0.1020,-1.0086
20220204,0.0001,0.8932,-0.8811,-1.4438,-1.8672,0.0347
20220207,0.0001,-0.2448,0.7103,0.0621,-0.8904,-0.8734
20220208,0.0001,1.0190,0.8205,-0.7099,0.3606,0.9786
20220209,0.0001,1.6083,0.1929,-0.6770,-0.7302,-0.4215
20220210,0.0001,-1.6927,-0.1964,0.5481,-0.5782,-0.6605
20220211,0.0001,-1.9195,1.0665,1.9982,-0.3059,-1.2000
20220214,0.0001,-0.3476,0.0057,-0.3852,0.4641,0.9630
20220215,0.0001,1.8693,0.7377,-0.8526,-0.7108,0.2643
20220216,0.0001,-0.0216,0.0619,0.5689,0.2668,-0.2144
20220217,0.0001,-2.2824,0.0830,1.6483,0.5976,-0.3098
20220218,0.0001,-0.8703,0.3183,0.4032,1.2501,0.1691
20220222,0.0001,-1.1758,-0.4430,0.3525,-0.1369,0.0529
20220223,0.0001,-1.9638,0.1375,1.4968,-0.0988,-0.5221
20220224,0.0001,1.8866,0.5132,-3.0057,-1.2495,0.5079
20220225,0.0001,2.2328,0.0660,-0.1142,0.1614,-0.5171
20220228,0.0001,0.0487,0.4099,0.1190,-0.3594,-0.5815
20220301,0.0003,-1.5649,-0.0624,0.1323,0.2541,-0.4438
20220302,0.0003,1.8116,0.7974,0.6980,0.8144,0.2873
20220303,0.0003,-0.8790,-0.0987,1.4583,1.0496,-0.1229
20220304,0.0003,-1.0977,-0.2445,1.3834,0.7450,-0.5406
20220307,0.0003,-3.1190,0.6893,1.7033,-0.9721,-1.1417
20220308,0.0003,-0.5156,1.0635,0.0663,-0.3926,-1.1196
20220309,0.0003,2.7964,-0.0745,-1.9438,-0.6538,1.1027
20220310,0.0003,-0.4735,0.4870,0.9717,0.1200,-1.0380
20220311,0.0003,-1.4911,-0.2321,1.1749,0.4904,-0.3781
20220314,0.0003,-1.0565,-0.8152,0.4360,1.0540,0.8562
20220315,0.0003,2.1483,-0.3898,-1.6761,0.4922,1.5713
20220316,0.0003,2.6126,0.2643,-1.9416,-0.9816,0.6494
20220317,0.0003,1.4322,0.4942,-0.5402,-0.6542,-0.7541
20220318,0.0003,1.3282,-0.2377,-1.2408,-0.1315,0.6027
20220321,0.0003,-0.1758,-0.6776,1.7147,0.6460,-0.6212
20220322,0.0003,1.3064,-0.4157,-1.0776,-0.6425,0.3706
20220323,0.0003,-1.2553,-0.6001,1.7395,-0.1247,-0.8706
20220324,0.0003,1.4219,-0.4716,-0.2744,-0.3674,0.2126
20220325,0.0003,0.2661,-0.2050,1.8235,0.6549,-0.6852
20220328,0.0003,0.7264,-1.2303,-1.7231,-0.1733,1.2497
20220329,0.0003,1.4464,0.8444,-1.4909,-0.8991,0.3303
20220330,0.0003,-0.8270,-0.9844,1.1707,0.0379,-0.5092
20220331,0.0003,-1.5466,0.2865,0.2938,-0.7317,-0.3325
20220401,0.0002,0.3864,0.4689,0.0842,-0.8944,-0.3396
20220404,0.0002,0.9386,-0.6631,-1.1986,-0.2320,0.4308
20220405,0.0002,-1.5423,-0.7225,0.3573,0.1517,-0.1242
20220406,0.0002,-1.2410,-0.2767,1.2706,-0.3215,-0.6409
20220407,0.0002,0.3272,-0.2011,0.1300,0.8996,0.5412
20220408,0.0002,-0.3893,-0.1341,1.3187,0.5251,-0.5766
20220411,0.0002,-1.5335,0.4317,0.1541,-0.3217,-0.1585
20220412,0.0002,-0.2913,0.7532,0.9921,0.5295,-0.1191
20220413,0.0002,1.3988,0.5763,-0.0632,-0.2021,-0.2098
20220414,0.0002,-1.2805,0.4885,1.4608,0.0349,-0.7679
20220418,0.0002,-0.2026,-0.2152,0.7686,1.6498,0.1891
20220419,0.0002,1.7670,0.0582,-1.4039,-0.0880,0.5321
20220420,0.0002,-0.2727,0.7277,1.5427,0.4647,-0.4214
20220421,0.0002,-1.7473,-0.7874,0.5182,0.6481,0.6670
20220422,0.0002,-2.7368,0.0116,-0.2663,-0.3546,0.0855
20220425,0.0002,0.7040,0.0518,-1.3595,0.1720,0.9788
20220426,0.0002,-2.9990,0.0259,1.1659,0.9034,-0.6805
20220427,0.0002,0.1298,-0.3703,0.6986,0.5138,-0.1056
20220428,0.0002,2.4487,-0.2290,-0.3511,1.3254,0.9255
20220429,0.0002,-3.5345,0.9126,0.6208,-0.1425,-0.1038
20220502,0.0015,0.8024,0.3476,-1.4067,0.0032,0.0364
20220503,0.0015,0.4090,0.4507,1.5879,0.4798,0.0896
20220504,0.0015,3.0016,-0.2365,-0.0301,0.8212,0.0871
20220505,0.0015,-3.8016,-0.1591,1.7401,0.3370,-0.0788
20220506,0.0015,-0.8534,-0.8236,1.3119,1.0609,0.8696
20220509,0.0015,-3.5399,-0.2622,-0.3574,2.0786,0.9491
20220510,0.0015,0.2049,-0.4045,0.0220,-0.1146,0.9004
20220511,0.0015,-1.9452,-0.5335,1.7156,0.2388,0.3454
20220512,0.0015,0.1715,1.2171,-1.4325,-0.6482,-0.6511
20220513,0.0015,2.7606,0.3482,-0.9787,-1.5771,-0.9063
20220516,0.0015,-0.5968,0.3632,1.6146,0.2390,-0.2827
20220517,0.0015,2.1433,0.8918,-0.2053,-0.8652,-0.8800
20220518,0.0015,-4.0503,0.2835,1.0672,-1.1459,-0.7054
20220519,0.0015,-0.3287,0.3712,-0.8983,-1.3180,-0.5851
20220520,0.0015,-0.0516,-0.3608,0.1380,-0.3787,0.2558
20220523,0.0015,1.7411,-0.5677,1.4771,0.6279,0.3143
20220524,0.0015,-1.2270,-0.4517,1.7413,0.5590,0.2548
20220525,0.0015,1.2199,1.0018,-0.1638,0.2937,0.1861
20220526,0.0015,2.1822,-0.0113,-0.3317,0.2744,0.1080
20220527,0.0015,2.5817,-0.0099,-0.6483,-0.0110,0.5521
20220531,0.0015,-0.7116,-0.5566,-0.5300,0.0092,0.3036
20220601,0.0027,-0.7491,0.2252,0.8923,-0.2080,0.7728
20220602,0.0027,2.0898,0.1021,-1.8273,-0.4873,0.2711
20220603,0.0027,-1.6330,1.2071,0.6480,-0.6732,-0.5179
20220606,0.0027,0.3269,-0.1756,0.1342,0.4944,0.0738
20220607,0.0027,0.9935,0.4237,0.7367,-0.4287,-0.0739
20220608,0.0027,-1.0185,-0.3713,-0.2465,-0.5119,-0.2689
20220609,0.0027,-2.4391,0.6193,0.1972,0.8224,0.2673
20220610,0.0027,-3.0026,0.3713,0.6628,0.6921,0.0278
20220613,0.0027,-4.1274,-0.3803,-0.1462,1.5603,0.8962
20220614,0.0027,-0.2544,0.0233,-0.1277,1.0038,-0.0139
20220615,0.0027,1.5542,-0.3229,-1.4830,-1.1537,0.1392
20220616,0.0027,-3.5204,-1.0882,-0.3954,-0.2120,-0.0265
20220617,0.0027,0.4672,0.0294,-2.3308,-1.2877,-0.3467
20220621,0.0027,2.3782,-0.5219,0.0068,0.4323,0.3677
20220622,0.0027,-0.1838,-0.2287,-1.9060,-0.4429,-0.2696
20220623,0.0027,1.1298,-0.1212,-2.9125,-1.3512,-0.4728
20220624,0.0027,3.1145,-0.3919,-0.3609,0.4431,0.4255
20220627,0.0027,-0.2808,1.1161,1.5911,0.7211,0.0705
20220628,0.0027,-2.0953,0.3084,2.0095,0.2791,-0.0390
20220629,0.0027,-0.1959,-0.5941,-1.3080,0.5517,0.5149
20220630,0.0027,-0.9555,0.4873,-0.1951,0.7008,-0.3083
20220701,0.0041,1.1448,-0.3245,-0.1209,-1.0269,-0.9369
20220705,0.0041,0.4853,0.5594,-2.1099,-1.7464,-0.1960
20220706,0.0041,0.1717,-0.8600,-0.0861,0.3485,0.6797
20220707,0.0041,1.7699,0.9015,-0.9516,-1.0484,0.0109
20220708,0.0041,-0.0734,0.0817,-0.0801,-0.0868,-0.2153
20220711,0.0041,-1.3911,-0.7564,0.9111,1.7856,0.5245
20220712,0.0041,-0.8792,0.9247,1.0115,-0.1582,-1.1681
20220713,0.0041,-0.3918,0.4709,-0.3848,-0.2641,0.1240
20220714,0.0041,-0.4069,-0.5633,0.0353,0.6915,0.7651
20220715,0.0041,1.9543,0.2139,-0.4235,-0.0771,0.1716
20220718,0.0041,-0.7084,0.3412,0.0805,0.0709,-0.2219
20220719,0.0041,2.8049,0.8491,-0.4741,-0.4712,0.0557
20220720,0.0041,0.8945,0.5543,-1.3882,-1.6303,-0.1008
20220721,0.0041,0.9724,-0.3685,-0.8340,0.1778,0.7967
20220722,0.0041,-1.1881,-0.7042,1.2997,1.6818,0.3056
20220725,0.0041,0.1144,0.2314,0.4765,0.3514,0.0587
20220726,0.0041,-1.3193,0.4779,1.1562,0.6319,-0.0069
20220727,0.0041,2.7164,-0.1157,-1.4124,-0.7183,0.9287
20220728,0.0041,1.1938,-0.2841,-0.5287,0.0760,-0.0924
20220729,0.0041,1.4409,-1.2184,-1.4897,-0.7428,0.7376
20220801,0.0083,-0.1935,0.0669,0.1950,0.2961,-0.5236
20220802,0.0083,-0.4884,0.1793,-0.0982,-1.6314,-0.8975
20220803,0.0083,1.6726,-0.1257,-0.6648,-1.6296,-0.0857
20220804,0.0083,-0.0602,0.4549,-0.8497,-0.7428,-0.4139
20220805,0.0083,-0.0457,0.9401,-0.1265,-1.2739,-1.2442
20220808,0.0083,0.0053,0.9558,0.5512,-0.1357,-0.9376
20220809,0.0083,-0.6788,-1.1384,1.1470,0.6166,0.3677
20220810,0.0083,2.3565,0.6131,-1.2261,-1.1550,-0.5243
20220811,0.0083,-0.0700,0.5526,1.0898,1.0486,-0.0085
20220812,0.0083,1.7660,0.4294,-0.5588,-0.4386,-0.2753
20220815,0.0083,0.3812,-0.2684,-0.1213,-0.2338,0.1298
20220816,0.0083,0.1869,-0.0384,0.6300,0.8328,0.0608
20220817,0.0083,-0.9307,-0.6780,0.6702,0.9794,0.8635
20220818,0.0083,0.2680,0.5879,-0.0291,0.8133,0.8183
20220819,0.0083,-1.4995,-0.8164,1.2152,0.9658,0.5924
20220822,0.0083,-2.1374,0.1037,0.3581,0.5264,0.2556
20220823,0.0083,-0.1107,0.2137,-0.0859,-0.1687,-0.5840
20220824,0.0083,0.3986,0.4091,-0.5156,-1.2527,-0.9188
20220825,0.0083,1.4514,0.2622,-0.4553,0.2361,0.2312
20220826,0.0083,-3.3758,-0.1702,0.7957,0.4909,-0.1047
20220829,0.0083,-0.7160,-0.3214,0.4573,0.0078,-0.1983
20220830,0.0083,-1.1120,-0.6189,0.1791,-0.1785,0.1065
20220831,0.0083,-0.7396,0.0177,0.0384,-0.8285,-0.3131
20220901,0.0092,-0.0102,-1.2157,0.7602,-0.3610,-0.0693
20220902,0.0092,-0.9924,0.3441,0.1755,0.6251,0.0244
20220906,0.0092,-0.5104,-0.6358,-0.4076,0.5937,0.1288
20220907,0.0092,1.9192,0.1290,-0.3019,-1.4714,-0.8141
20220908,0.0092,0.7801,-0.4109,-1.0888,-0.8587,-0.6261
20220909,0.0092,1.6738,0.4442,-0.4907,0.0679,0.1056
20220912,0.0092,1.0699,0.3311,-0.1933,-0.2936,-0.1266
20220913,0.0092,-4.2876,0.1505,0.9969,0.3673,-0.1796
20220914,0.0092,0.4436,-0.3729,-0.4234,0.2523,0.1505
20220915,0.0092,-1.0285,0.3899,0.1384,-0.4651,-0.7565
20220916,0.0092,-0.9848,-0.8470,0.4705,0.8918,0.7679
20220919,0.0092,0.7196,0.0175,-0.0938,0.7640,0.2113
20220920,0.0092,-1.1574,-0.5112,0.3896,0.2529,0.4133
20220921,0.0092,-1.6777,0.2193,0.1747,0.4953,0.3763
20220922,0.0092,-1.1415,-1.0620,0.9946,0.5207,0.9319
20220923,0.0092,-1.8483,-1.0270,-0.1638,-0.6739,0.5201
20220926,0.0092,-1.0168,-0.3071,-0.3652,-0.1675,0.6473
20220927,0.0092,-0.0465,0.8148,-0.9174,0.3408,0.3133
20220928,0.0092,2.1492,1.2037,-0.7527,0.1379,-0.3627
20220929,0.0092,-2.1688,-0.1674,0.4876,0.3529,0.7295
20220930,0.0092,-1.4236,0.6900,0.1068,-0.1611,-0.5223
20221003,0.0111,2.5501,0.4782,0.1453,0.5469,0.1451
20221004,0.0111,3.2945,0.8520,-0.1320,-0.7300,-1.1764
20221005,0.0111,-0.2213,-0.2737,0.2239,0.4288,0.6912
20221006,0.0111,-0.8570,0.6297,-0.5691,0.4874,0.5240
20221007,0.0111,-2.9043,0.0843,1.3316,1.1656,0.3261
20221010,0.0111,-0.8052,0.2783,0.5147,1.0435,0.1969
20221011,0.0111,-0.6923,0.4564,0.8316,0.4330,-0.0164
20221012,0.0111,-0.2725,-0.0040,0.1520,0.2267,0.3639
20221013,0.0111,2.4065,-0.0245,0.9259,0.6956,0.3171
20221014,0.0111,-2.4544,-0.2971,1.6539,-0.3210,-0.3273
20221017,0.0111,2.7364,0.2841,-1.3599,-0.6174,0.0722
20221018,0.0111,1.1885,0.0433,0.0426,-0.3578,-0.7364
20221019,0.0111,-0.8675,-1.0592,0.6118,1.3145,0.9853
20221020,0.0111,-0.8056,-0.1115,0.1735,-0.7388,-0.5540
20221021,0.0111,2.2983,0.0699,-0.3228,0.6443,0.2335
20221024,0.0111,1.0298,-0.4648,0.3921,0.9123,0.7874
20221025,0.0111,1.7804,1.1440,-1.2402,-0.7523,-0.5466
20221026,0.0111,-0.6564,0.9011,1.0856,-0.3090,-1.3469
20221027,0.0111,-0.5351,0.5591,1.0320,0.0698,-0.7189
20221028,0.0111,2.3248,0.1826,0.7955,0.2199,-0.1043
20221031,0.0111,-0.6744,0.7149,0.4928,0.2448,-0.1250
20221101,0.0136,-0.3525,0.9133,0.2423,0.3417,-0.5606
20221102,0.0136,-2.6683,-0.8338,1.3697,-0.0575,-0.5227
20221103,0.0136,-1.0277,0.7620,0.2504,0.9657,-0.1486
20221104,0.0136,1.1579,-0.1426,0.8437,1.4995,0.6835
20221107,0.0136,0.8676,-0.1030,0.6966,0.5703,0.3646
20221108,0.0136,0.5040,-0.5803,0.0332,-0.1705,0.0328
20221109,0.0136,-2.2493,-0.7216,1.1569,-0.0240,0.0656
20221110,0.0136,5.6845,0.6130,-3.2579,-1.6585,0.2842
20221111,0.0136,1.0667,-0.0770,-1.2952,-1.3909,-0.1724
20221114,0.0136,-0.9521,-0.2346,0.4822,0.4522,0.2366
20221115,0.0136,1.0302,0.3216,-0.8095,-0.2160,-0.0176
20221116,0.0136,-1.0321,-0.8474,1.1727,0.8168,0.3756
20221117,0.0136,-0.4233,-0.1559,0.7256,1.0939,0.5566
20221118,0.0136,0.3968,0.1433,0.6484,0.3743,-0.1121
20221121,0.0136,-0.5260,-0.2033,1.2711,0.7061,0.1946
20221122,0.0136,1.3569,-0.3055,-0.1863,0.5858,0.4864
20221123,0.0136,0.6307,-0.5029,-0.7256,-0.6431,-0.2633
20221125,0.0136,-0.0246,0.2831,0.1841,-0.1462,-0.4516
20221128,0.0136,-1.5481,-0.6496,0.1722,0.2238,0.2654
20221129,0.0136,-0.1840,0.5132,0.3602,0.0555,-0.4597
20221130,0.0136,3.1205,-0.3620,-1.6917,-1.0990,0.5114
20221201,0.0161,-0.0247,-0.2221,-0.3317,-0.3251,-0.0090
20221202,0.0161,-0.0802,0.8130,0.5135,-0.5250,-0.7811
20221205,0.0161,-2.0226,-0.4601,0.9866,0.3384,0.3443
20221206,0.0161,-1.5124,0.0419,0.6274,0.9705,0.0165
20221207,0.0161,-0.2432,-0.4089,0.0724,0.4148,0.2678
20221208,0.0161,0.7653,-0.3741,-0.6963,-0.4915,0.3573
20221209,0.0161,-0.8003,-0.7068,0.0965,0.0086,0.0328
20221212,0.0161,1.4065,-0.0973,-0.0713,-0.3090,-0.1079
20221213,0.0161,0.6570,0.0885,-0.5513,-0.5359,0.4842
20221214,0.0161,-0.5650,0.2965,-0.0917,0.1696,-0.1991
20221215,0.0161,-2.5683,0.1127,0.2309,0.7138,0.0356
20221216,0.0161,-1.0165,0.6516,0.5352,-0.2610,-0.3335
20221219,0.0161,-1.0058,-0.5560,0.9703,0.8934,0.2771